transaction_id,sale_date,store_id,region,product_category,units_sold,unit_price,discount_pct,payment_type,reported_revenue,calculated_revenue,revenue_delta
10188,2025-01-19,S01,south,tea,6.0,4.02,10,card,21.2,21.71,-0.51
10285,2025-02-20,S03,west,smoothie,8.0,6.24,5,mobile,48.31,47.42,0.89
10402,2025-01-03,S04,west,pastry,9.0,5.39,15,cash,41.68,41.23,0.45
10166,2025-01-05,S02,west,tea,5.0,5.82,10,cash,26.87,26.19,0.68
10299,2025-01-16,S03,east,pastry,8.0,6.26,0,card,50.73,50.08,0.65
10024,2025-01-17,S04,unknown,coffee,14.0,6.25,0,mobile,86.63,87.5,-0.87
10409,2025-01-19,S01,south,tea,6.0,7.85,0,mobile,46.71,47.1,-0.39
10183,2025-01-22,S02,west,smoothie,10.0,6.34,0,card,93.47,63.4,30.07
10344,2025-02-14,S03,south,smoothie,6.0,7.92,0,card,42.54,47.52,-4.98
10042,2025-01-12,S04,west,pastry,14.0,5.83,0,cash,81.59,81.62,-0.03
10237,2025-01-12,S02,east,sandwich,11.0,6.49,5,card,68.57,67.82,0.75
10376,2025-02-02,S01,north,tea,10.0,4.98,10,card,43.56,44.82,-1.26
10351,2025-01-26,S03,south,smoothie,9.0,7.95,5,card,60.23,67.97,-7.74
10076,2025-03-05,S02,south,pastry,11.0,6.45,15,cash,60.33,60.31,0.02
10032,2025-02-12,S04,north,sandwich,7.0,9.14,0,mobile,63.1,63.98,-0.88
10350,2025-02-09,S01,north,coffee,14.0,4.07,0,card,57.17,56.98,0.19
10046,2025-01-25,S04,east,tea,9.0,7.3,15,card,55.43,55.84,-0.41
10407,2025-02-07,S02,west,tea,8.0,4.66,15,card,31.3,31.69,-0.39
10109,2025-02-01,S01,west,tea,11.0,3.12,0,card,33.94,34.32,-0.38
10106,2025-03-13,S03,north,pastry,15.0,5.91,0,card,88.19,88.65,-0.46
10150,2025-01-29,S01,west,sandwich,14.0,7.33,15,cash,87.66,87.23,0.43
10030,2025-01-10,S03,north,tea,5.0,4.41,0,card,22.15,22.05,0.1
10182,2025-02-23,S04,north,coffee,9.0,8.82,5,cash,74.72,75.41,-0.69
10110,2025-01-05,S04,south,tea,9.0,5.05,15,cash,35.07,38.63,-3.56
10123,2025-01-20,S01,west,coffee,4.0,6.84,5,card,26.0,25.99,0.01
10411,2025-02-16,S03,north,coffee,8.0,7.46,0,cash,59.93,59.68,0.25
10105,2025-01-14,S03,north,coffee,6.0,9.96,5,cash,57.62,56.77,0.85
10147,2025-01-06,S02,east,pastry,11.0,4.84,0,card,54.33,53.24,1.09
10084,2025-01-07,S01,north,smoothie,7.0,8.69,0,cash,59.96,60.83,-0.87
10316,2025-03-15,S02,east,coffee,8.0,8.31,0,cash,66.39,66.48,-0.09
10377,2025-02-04,S04,east,smoothie,7.0,3.37,10,card,20.9,21.23,-0.33
10228,2025-01-08,S03,east,sandwich,17.0,6.17,10,card,98.88,99.95,-1.07
10152,2025-01-10,S04,east,smoothie,5.0,2.69,5,cash,12.44,12.78,-0.34
10001,2025-02-25,S03,south,smoothie,10.0,5.39,5,cash,50.86,51.2,-0.34
10268,2025-03-15,S01,west,coffee,5.0,7.86,0,card,40.27,39.3,0.97
10387,2025-01-08,S03,north,pastry,9.0,2.91,10,card,23.11,23.57,-0.46
10089,2025-02-08,S01,south,pastry,8.0,5.13,10,card,36.84,36.94,-0.1
10078,2025-01-15,S03,west,sandwich,8.0,4.88,0,cash,38.39,39.04,-0.65
10269,2025-02-08,S01,west,coffee,12.0,6.82,15,cash,69.93,69.56,0.37
10124,2025-03-03,S02,north,tea,10.0,7.28,0,cash,72.62,72.8,-0.18
10298,2025-03-04,S04,south,sandwich,9.0,9.52,0,card,86.11,85.68,0.43
10370,2025-02-05,S04,west,coffee,11.0,7.12,5,mobile,74.55,74.4,0.15
10096,2025-02-23,S03,west,coffee,6.0,4.99,20,card,24.28,23.95,0.33
10012,2025-01-08,S04,west,sandwich,14.0,5.1,0,cash,70.98,71.4,-0.42
10115,2025-01-29,S01,west,tea,7.0,4.31,5,card,28.65,28.66,-0.01
10332,2025-01-22,S01,east,tea,4.0,7.57,0,card,-23.53,30.28,-53.81
10258,2025-03-14,S01,west,coffee,7.0,4.78,0,cash,32.96,33.46,-0.5
10220,2025-02-23,S02,south,smoothie,9.0,9.44,0,card,84.81,84.96,-0.15
10253,2025-03-13,S02,west,smoothie,7.0,5.07,0,cash,36.42,35.49,0.93
10353,2025-01-28,S03,north,sandwich,9.0,5.93,15,mobile,40.31,45.36,-5.05
10262,2025-01-30,S04,unknown,smoothie,10.0,6.97,15,mobile,59.26,59.24,0.02
10179,2025-01-25,S04,north,tea,13.0,6.83,0,mobile,89.13,88.79,0.34
10020,2025-02-10,S03,unknown,coffee,9.0,9.9,10,card,62.97,80.19,-17.22
10356,2025-02-02,S02,east,smoothie,4.0,5.12,0,card,20.64,20.48,0.16
10170,2025-01-19,S04,east,pastry,10.0,5.92,5,card,55.02,56.24,-1.22
10240,2025-02-11,S01,west,coffee,11.0,7.53,0,cash,82.32,82.83,-0.51
10278,2025-01-03,S02,east,coffee,8.0,8.83,0,cash,70.61,70.64,-0.03
10161,2025-01-10,S01,west,coffee,6.0,7.81,0,cash,46.67,46.86,-0.19
10074,2025-01-06,S01,west,sandwich,10.0,8.19,0,card,82.05,81.9,0.15
10018,2025-02-01,S01,north,tea,10.0,4.93,5,cash,46.57,46.83,-0.26
10063,2025-01-03,S03,north,coffee,8.0,6.27,0,cash,51.13,50.16,0.97
10250,2025-02-14,S02,north,pastry,8.0,6.71,0,card,53.19,53.68,-0.49
10229,2025-02-10,S03,south,tea,7.0,7.37,20,mobile,42.13,41.27,0.86
10239,2025-01-01,S01,south,coffee,12.0,8.68,5,card,98.8,98.95,-0.15
10230,2025-02-03,S01,north,tea,4.0,6.97,10,cash,25.19,25.09,0.1
10319,2025-02-01,S02,south,sandwich,7.0,4.57,5,card,30.37,30.39,-0.02
10284,2025-02-18,S01,north,smoothie,6.0,4.76,15,mobile,25.52,24.28,1.24
10048,2025-03-06,S02,north,tea,7.0,5.89,10,cash,37.88,37.11,0.77
10251,2025-02-24,S03,east,tea,17.0,7.5,0,card,181.24,113.0975,1.24
10080,2025-01-03,S03,east,tea,8.0,3.9,0,mobile,31.71,31.2,0.51
10296,2025-02-15,S04,north,coffee,9.0,9.84,10,cash,94.74,79.7,15.04
10021,2025-01-05,S03,west,tea,9.0,6.8,10,mobile,55.65,55.08,0.57
10141,2025-02-05,S02,east,coffee,11.0,6.93,10,card,68.32,68.61,-0.29
10193,2025-03-06,S01,east,coffee,7.0,7.14,5,card,46.79,47.48,-0.69
10131,2025-01-01,S01,south,pastry,13.0,6.7,10,cash,78.33,78.39,-0.06
10216,2025-02-24,S03,west,sandwich,7.0,6.93,0,cash,48.19,48.51,-0.32
10245,2025-01-21,S03,north,pastry,8.0,6.2,10,card,44.85,44.64,0.21
10364,2025-01-11,S01,west,coffee,5.0,8.08,0,mobile,39.66,40.4,-0.74
10060,2025-01-04,S01,east,pastry,7.0,6.4,0,card,44.42,44.8,-0.38
10222,2025-01-27,S02,east,coffee,7.0,4.63,5,card,39.24,30.79,8.45
10177,2025-01-08,S02,south,pastry,13.0,11.3625,5,card,149.77,113.0975,0.58
10056,2025-01-11,S03,east,tea,9.0,8.92,5,cash,76.06,76.27,-0.21
10292,2025-01-20,S01,east,sandwich,7.0,6.5,0,cash,45.49,45.5,-0.01
10255,2025-01-01,S01,south,coffee,6.0,6.29,5,mobile,36.33,35.85,0.48
10408,2025-01-07,S04,south,tea,16.0,7.39,0,card,118.48,113.0975,0.24
10386,2025-01-27,S04,west,coffee,11.0,7.28,10,card,72.05,72.07,-0.02
10198,2025-01-15,S04,north,coffee,9.0,2.64,0,card,23.42,23.76,-0.34
10069,2025-02-22,S01,south,pastry,8.0,5.2,5,card,40.32,39.52,0.8
10233,2025-01-20,S04,west,sandwich,14.0,8.03,0,card,111.45,112.42,-0.97
10202,2025-01-08,S04,west,pastry,5.0,8.25,0,card,40.6,41.25,-0.65
10169,2025-02-07,S02,east,pastry,8.0,4.92,10,cash,35.64,35.42,0.22
10186,2025-01-25,S03,north,sandwich,10.0,3.99,10,card,35.34,35.91,-0.57
10036,2025-03-07,S01,east,pastry,13.0,4.78,10,cash,54.68,55.93,-1.25
10130,2025-03-14,S03,north,tea,9.0,5.85,0,card,60.44,52.65,7.79
