transaction_id,sale_date,store_id,region,product_category,units_sold,unit_price,discount_pct,payment_type,reported_revenue
10110,05-Jan-2025,S04, South,tea,,5.05,15, bills,35.07
10123,01/20/2025,S01,WEST,COFFEE,4.0,6.84,5,Card,26.0
10411,02/16/2025,S03,NORTH,coffee,8.0,7.46,0,CASH,59.93
10105,01/14/2025,S03,NORTH,Coffee,6.0,9.96,5,cash,57.62
10061,2025-02-01,S03,North , coffee ,11.0,4.56,0,debit card,50.2
10147,2025-01-06,S02,Est,pastrie,11.0,4.84,0,Card,54.33
10084,2025-01-07,S01,north,SMOOTHIE,7.0,8.69,0,cash ,59.96
10316,2025-03-15,S02,East,COFFEE,8.0,8.31,0,cash ,66.39
10377,2025-02-04,S04,East,smothie,7.0,3.37,10,debit card,20.9
10228,2025-01-08,S03,East ,Sandwich,18.0,6.17,10,card,98.88
10379,2025-03-12,S02,Wst,pastrie,7.0,8.58,0,Cash,59.93
10152,01/10/2025,S04,East,smothie,5.0,2.69,5,CASH,12.44
10001,2025-02-25,S03,south,SMOOTHIE,10.0,5.39,5, bills,50.86
10268,15-Mar-2025,S01,West,coffee,5.0,7.86,0,credit,40.27
10387,2025-01-08,S03,north,pastry,9.0,2.91,10,credit,23.11
10089,02/08/2025,S01,Sth,PASTRY,8.0,5.13,10,credit,36.84
10078,2025-01-15,S03,West,sandwhich,8.0,4.88,0,cash ,38.39
10269,02/08/2025,S01,west,cofee,12.0,6.82,15,cash,69.93
10124,2025-03-03,S02,North,Tea,10.0,7.28,0,CASH,72.62
10298,03/04/2025,S04,south, sandwich,9.0,9.52,0,debit card,86.11
10370,2025-02-05,S04, West,Coffee,11.0,7.12,5,tap,74.55
10096,02/23/2025,S03, West,COFFEE,6.0,4.99,20,credit,24.28
10385,2025-02-02,S02,south,TEA,11.0,4.94,5,card,51.58
10012,08-Jan-2025,S04,Wst,Sandwich,14.0,5.1,0, bills,70.98
10115,2025-01-29,S01,Wst,tea,7.0,4.31,5,debit card,28.65
10332,2025-01-22,S01,Est,Tea,4.0,7.57,0,debit card,-23.53
10258,2025-03-14,S01, West,coffee,7.0,4.78,0,CASH,32.96
10220,2025-02-23,S02,south,smoothie,9.0,9.44,0,card,84.81
10253,2025-03-13,S02,WEST,smothie,7.0,5.07,0, bills,36.42
10353,28-Jan-2025,S03,Nrth,Sandwich,,5.93,15,Mobile,40.31
10418,2025-03-03,S03,EAST,sandwhich,4.0,4.98,0,CARD,20.05
10262,01/30/2025,S04,,smothie,10.0,6.97,15,MOBILE,59.26
10179,01/25/2025,S04,north,TEA,13.0,6.83,0,tap,89.13
10279,2025-03-14,S04,EAST,coffee,4.0,7.16,10,credit,25.55
10020,10-Feb-2025,S03,,COFFEE,,9.9,10,debit card,62.97
10356,2025-02-02,S02,Est,smoothie,4.0,5.12,0,card,20.64
10170,2025-01-19,S04,EAST,PASTRY,10.0,5.92,5,debit card,55.02
10240,11-Feb-2025,S01,west,cofee,11.0,7.53,0, bills,82.32
10278,01/03/2025,S02,Est,cofee,8.0,8.83,0,cash ,70.61
10161,2025-01-10,S01, West,coffee,6.0,7.81,0,Cash,46.67
10074,01/06/2025,S01,Wst,sandwich,10.0,8.19,0,Card,82.05
10018,2025-02-01,S01,Nrth,te,10.0,4.93,5,Cash,46.57
10063,03-Jan-2025,S03,north,coffee,8.0,6.27,0,Cash,51.13
10250,14-Feb-2025,S02,North,PASTRY,8.0,6.71,0,debit card,53.19
10229,2025-02-10,S03, South,tea,7.0,7.37,20,MOBILE,42.13
10239,01-Jan-2025,S01,South, coffee ,12.0,8.68,5,debit card,98.8
10230,2025-02-03,S01,NORTH, tea,4.0,6.97,10,cash ,25.19
10319,02/01/2025,S02,SOUTH,Sandwich,7.0,4.57,5,debit card,30.37
10284,02/18/2025,S01,North,smothie,6.0,4.76,15,MOBILE,25.52
10048,03/06/2025,S02,north,te,7.0,5.89,10,CASH,37.88
10251,02/24/2025,S03,EAST,Tea,24.0,7.5,0,CARD,181.24
10080,01/03/2025,S03,EAST,TEA,8.0,3.9,0,tap,31.71
10296,02/15/2025,S04,NORTH,cofee,9.0,9.84,10, bills,94.74
10031,2025-02-18,S03,Sth, coffee ,12.0,4.67,5,credit,53.78
10021,2025-01-05,S03,west, tea,9.0,6.8,10,tap,55.65
10141,2025-02-05,S02,East , coffee ,11.0,6.93,10,CARD,68.32
10193,2025-03-06,S01,Est,coffee,7.0,7.14,5,debit card,46.79
10131,2025-01-01,S01,Sth,pastrie,13.0,6.7,10,cash,78.33
10216,24-Feb-2025,S03,West,sandwich,7.0,6.93,0,cash ,48.19
10245,2025-01-21,S03,Nrth,pastry,8.0,6.2,10,debit card,44.85
10364,11-Jan-2025,S01,Wst,COFFEE,5.0,8.08,0,Mobile,39.66
10060,2025-01-04,S01,Est,PASTRY,7.0,6.4,0,card,44.42
10222,2025-01-27,S02,East,COFFEE,7.0,4.63,5,Card,39.24
10177,2025-01-08,S02,South,Pastry,13.0,12.08,5,Card,149.77
10056,2025-01-11,S03,Est, tea,9.0,8.92,5,Cash,76.06
10292,01/20/2025,S01,Est,sandwich,7.0,6.5,0,cash,45.49
10255,2025-01-01,S01,South,COFFEE,6.0,6.29,5,MOBILE,36.33
10408,2025-01-07,S04,South,Tea,16.0,7.39,0,debit card,118.48
10386,2025-01-27,S04,Wst,Coffee,11.0,7.28,10,,72.05
10198,01/15/2025,S04,Nrth,cofee,9.0,2.64,0,card,23.42
10069,2025-02-22,S01, South,Pastry,8.0,5.2,5,debit card,40.32
10211,2025/99/01,S03,East ,coffee,5.0,3.5,0,credit,17.55
10233,2025-01-20,S04,west,sandwhich,14.0,8.03,0,debit card,111.45
10202,2025-01-08,S04, West,Pastry,5.0,8.25,0,CARD,40.6
10169,2025-02-07,S02,Est,pastry,8.0,4.92,10,Cash,35.64
10186,01/25/2025,S03,Nrth,sandwhich,10.0,3.99,10,card,35.34
10036,2025-03-07,S01,East ,PASTRY,13.0,4.78,10,CASH,54.68
10130,2025-03-14,S03,North,TEA,9.0,5.85,0,Card,60.44
